"Norm_Ux","Points:0","Points:1","Points:2"
0.99974,0.0003606,5e-05,6.01e-07
0.99974,0.0003612,5e-05,6.02e-07
0.99974,0.0003618,5e-05,6.03e-07
0.99974,0.0003624,5e-05,6.04e-07
0.99974,0.000363,5e-05,6.05e-07
0.99974,0.0003636,5e-05,6.06e-07
0.99974,0.0003642,5e-05,6.07e-07
0.99974,0.0003648,5e-05,6.08e-07
0.99974,0.0003654,5e-05,6.09e-07
0.99974,0.000366,5e-05,6.1e-07
0.99974,0.0003666,5e-05,6.11e-07
0.99974,0.0003672,5e-05,6.12e-07
0.99974,0.0003678,5e-05,6.13e-07
0.99974,0.0003684,5e-05,6.14e-07
0.99974,0.000369,5e-05,6.15e-07
0.99974,0.0003696,5e-05,6.16e-07
0.99974,0.0003702,5e-05,6.17e-07
0.99974,0.0003708,5e-05,6.18e-07
0.99974,0.0003714,5e-05,6.19e-07
0.99974,0.000372,5e-05,6.2e-07
0.99974,0.0003726,5e-05,6.21e-07
0.99974,0.0003732,5e-05,6.22e-07
0.99974,0.0003738,5e-05,6.23e-07
0.99974,0.0003744,5e-05,6.24e-07
0.99974,0.000375,5e-05,6.25e-07
0.99974,0.0003756,5e-05,6.26e-07
0.99974,0.0003762,5e-05,6.27e-07
0.99974,0.0003768,5e-05,6.28e-07
0.99974,0.0003774,5e-05,6.29e-07
0.99974,0.000378,5e-05,6.3e-07
0.99974,0.0003786,5e-05,6.31e-07
0.99973,0.0003792,5e-05,6.32e-07
0.99973,0.0003798,5e-05,6.33e-07
0.99973,0.0003804,5e-05,6.34e-07
0.99973,0.000381,5e-05,6.35e-07
0.99973,0.0003816,5e-05,6.36e-07
0.99973,0.0003822,5e-05,6.37e-07
0.99973,0.0003828,5e-05,6.38e-07
0.99973,0.0003834,5e-05,6.39e-07
0.99973,0.000384,5e-05,6.4e-07
0.99973,0.0003846,5e-05,6.41e-07
0.99973,0.0003852,5e-05,6.42e-07
0.99973,0.0003858,5e-05,6.43e-07
0.99973,0.0003864,5e-05,6.44e-07
0.99973,0.000387,5e-05,6.45e-07
0.99973,0.0003876,5e-05,6.46e-07
0.99973,0.0003882,5e-05,6.47e-07
0.99973,0.0003888,5e-05,6.48e-07
0.99973,0.0003894,5e-05,6.49e-07
0.99973,0.00039,5e-05,6.5e-07
0.99973,0.0003906,5e-05,6.51e-07
0.99973,0.0003912,5e-05,6.52e-07
0.99973,0.0003918,5e-05,6.53e-07
0.99973,0.0003924,5e-05,6.54e-07
0.99973,0.000393,5e-05,6.55e-07
0.99973,0.0003936,5e-05,6.56e-07
0.99973,0.0003942,5e-05,6.57e-07
0.99973,0.0003948,5e-05,6.58e-07
0.99973,0.0003954,5e-05,6.59e-07
0.99973,0.000396,5e-05,6.6e-07
0.99973,0.0003966,5e-05,6.61e-07
0.99973,0.0003972,5e-05,6.62e-07
0.99973,0.0003978,5e-05,6.63e-07
0.99973,0.0003984,5e-05,6.64e-07
0.99973,0.000399,5e-05,6.65e-07
0.99973,0.0003996,5e-05,6.66e-07
0.99973,0.0004002,5e-05,6.67e-07
0.99973,0.0004008,5e-05,6.68e-07
0.99973,0.0004014,5e-05,6.69e-07
0.99973,0.000402,5e-05,6.7e-07
0.99973,0.0004026,5e-05,6.71e-07
0.99973,0.0004032,5e-05,6.72e-07
0.99973,0.0004038,5e-05,6.73e-07
0.99973,0.0004044,5e-05,6.74e-07
0.99973,0.000405,5e-05,6.75e-07
0.99973,0.0004056,5e-05,6.76e-07
0.99973,0.0004062,5e-05,6.77e-07
0.99973,0.0004068,5e-05,6.78e-07
0.99973,0.0004074,5e-05,6.79e-07
0.99973,0.000408,5e-05,6.8e-07
0.99973,0.0004086,5e-05,6.81e-07
0.99973,0.0004092,5e-05,6.82e-07
0.99973,0.0004098,5e-05,6.83e-07
0.99972,0.0004104,5e-05,6.84e-07
0.99972,0.000411,5e-05,6.85e-07
0.99972,0.0004116,5e-05,6.86e-07
0.99972,0.0004122,5e-05,6.87e-07
0.99972,0.0004128,5e-05,6.88e-07
0.99972,0.0004134,5e-05,6.89e-07
0.99972,0.000414,5e-05,6.9e-07
0.99972,0.0004146,5e-05,6.91e-07
0.99972,0.0004152,5e-05,6.92e-07
0.99972,0.0004158,5e-05,6.93e-07
0.99972,0.0004164,5e-05,6.94e-07
0.99972,0.000417,5e-05,6.95e-07
0.99972,0.0004176,5e-05,6.96e-07
0.99972,0.0004182,5e-05,6.97e-07
0.99972,0.0004188,5e-05,6.98e-07
0.99972,0.0004194,5e-05,6.99e-07
0.99972,0.00042,5e-05,7e-07
0.99972,0.0004206,5e-05,7.01e-07
0.99972,0.0004212,5e-05,7.02e-07
0.99972,0.0004218,5e-05,7.03e-07
0.99972,0.0004224,5e-05,7.04e-07
0.99972,0.000423,5e-05,7.05e-07
0.99972,0.0004236,5e-05,7.06e-07
0.99972,0.0004242,5e-05,7.07e-07
0.99972,0.0004248,5e-05,7.08e-07
0.99972,0.0004254,5e-05,7.09e-07
0.99972,0.000426,5e-05,7.1e-07
0.99972,0.0004266,5e-05,7.11e-07
0.99972,0.0004272,5e-05,7.12e-07
0.99972,0.0004278,5e-05,7.13e-07
0.99972,0.0004284,5e-05,7.14e-07
0.99972,0.000429,5e-05,7.15e-07
0.99972,0.0004296,5e-05,7.16e-07
0.99972,0.0004302,5e-05,7.17e-07
0.99972,0.0004308,5e-05,7.18e-07
0.99972,0.0004314,5e-05,7.19e-07
0.99972,0.000432,5e-05,7.2e-07
0.99972,0.0004326,5e-05,7.21e-07
0.99972,0.0004332,5e-05,7.22e-07
0.99972,0.0004338,5e-05,7.23e-07
0.99972,0.0004344,5e-05,7.24e-07
0.99972,0.000435,5e-05,7.25e-07
0.99972,0.0004356,5e-05,7.26e-07
0.99972,0.0004362,5e-05,7.27e-07
0.99972,0.0004368,5e-05,7.28e-07
0.99972,0.0004374,5e-05,7.29e-07
0.99972,0.000438,5e-05,7.3e-07
0.99972,0.0004386,5e-05,7.31e-07
0.99972,0.0004392,5e-05,7.32e-07
0.99972,0.0004398,5e-05,7.33e-07
0.99972,0.0004404,5e-05,7.34e-07
0.99972,0.000441,5e-05,7.35e-07
0.99972,0.0004416,5e-05,7.36e-07
0.99972,0.0004422,5e-05,7.37e-07
0.99972,0.0004428,5e-05,7.38e-07
0.99972,0.0004434,5e-05,7.39e-07
0.99972,0.000444,5e-05,7.4e-07
0.99972,0.0004446,5e-05,7.41e-07
0.99972,0.0004452,5e-05,7.42e-07
0.99972,0.0004458,5e-05,7.43e-07
0.99972,0.0004464,5e-05,7.44e-07
0.99971,0.000447,5e-05,7.45e-07
0.99971,0.0004476,5e-05,7.46e-07
0.99971,0.0004482,5e-05,7.47e-07
0.99971,0.0004488,5e-05,7.48e-07
0.99971,0.0004494,5e-05,7.49e-07
0.99971,0.00045,5e-05,7.5e-07
0.99971,0.0004506,5e-05,7.51e-07
0.99971,0.0004512,5e-05,7.52e-07
0.99971,0.0004518,5e-05,7.53e-07
0.99971,0.0004524,5e-05,7.54e-07
0.99971,0.000453,5e-05,7.55e-07
0.99971,0.0004536,5e-05,7.56e-07
0.99971,0.0004542,5e-05,7.57e-07
0.99971,0.0004548,5e-05,7.58e-07
0.99971,0.0004554,5e-05,7.59e-07
0.99971,0.000456,5e-05,7.6e-07
0.99971,0.0004566,5e-05,7.61e-07
0.99971,0.0004572,5e-05,7.62e-07
0.99971,0.0004578,5e-05,7.63e-07
0.99971,0.0004584,5e-05,7.64e-07
0.99971,0.000459,5e-05,7.65e-07
0.99971,0.0004596,5e-05,7.66e-07
0.99971,0.0004602,5e-05,7.67e-07
0.99971,0.0004608,5e-05,7.68e-07
0.99971,0.0004614,5e-05,7.69e-07
0.99971,0.000462,5e-05,7.7e-07
0.99971,0.0004626,5e-05,7.71e-07
0.99971,0.0004632,5e-05,7.72e-07
0.99971,0.0004638,5e-05,7.73e-07
0.99971,0.0004644,5e-05,7.74e-07
0.99971,0.000465,5e-05,7.75e-07
0.99971,0.0004656,5e-05,7.76e-07
0.99971,0.0004662,5e-05,7.77e-07
0.99971,0.0004668,5e-05,7.78e-07
0.99971,0.0004674,5e-05,7.79e-07
0.99971,0.000468,5e-05,7.8e-07
0.99971,0.0004686,5e-05,7.81e-07
0.99971,0.0004692,5e-05,7.82e-07
0.99971,0.0004698,5e-05,7.83e-07
0.99971,0.0004704,5e-05,7.84e-07
0.99971,0.000471,5e-05,7.85e-07
0.99971,0.0004716,5e-05,7.86e-07
0.99971,0.0004722,5e-05,7.87e-07
0.99971,0.0004728,5e-05,7.88e-07
0.99971,0.0004734,5e-05,7.89e-07
0.99971,0.000474,5e-05,7.9e-07
0.99971,0.0004746,5e-05,7.91e-07
0.99971,0.0004752,5e-05,7.92e-07
0.99971,0.0004758,5e-05,7.93e-07
0.99971,0.0004764,5e-05,7.94e-07
0.99971,0.000477,5e-05,7.95e-07
0.99971,0.0004776,5e-05,7.96e-07
0.99971,0.0004782,5e-05,7.97e-07
0.99971,0.0004788,5e-05,7.98e-07
0.99971,0.0004794,5e-05,7.99e-07
0.99971,0.00048,5e-05,8e-07
0.99971,0.0004806,5e-05,8.01e-07
0.99971,0.0004812,5e-05,8.02e-07
0.99971,0.0004818,5e-05,8.03e-07
0.99971,0.0004824,5e-05,8.04e-07
0.99971,0.000483,5e-05,8.05e-07
0.99971,0.0004836,5e-05,8.06e-07
0.99971,0.0004842,5e-05,8.07e-07
0.99971,0.0004848,5e-05,8.08e-07
0.99971,0.0004854,5e-05,8.09e-07
0.99971,0.000486,5e-05,8.1e-07
0.99971,0.0004866,5e-05,8.11e-07
0.9997,0.0004872,5e-05,8.12e-07
0.9997,0.0004878,5e-05,8.13e-07
0.9997,0.0004884,5e-05,8.14e-07
0.9997,0.000489,5e-05,8.15e-07
0.9997,0.0004896,5e-05,8.16e-07
0.9997,0.0004902,5e-05,8.17e-07
0.9997,0.0004908,5e-05,8.18e-07
0.9997,0.0004914,5e-05,8.19e-07
0.9997,0.000492,5e-05,8.2e-07
0.9997,0.0004926,5e-05,8.21e-07
0.9997,0.0004932,5e-05,8.22e-07
0.9997,0.0004938,5e-05,8.23e-07
0.9997,0.0004944,5e-05,8.24e-07
0.9997,0.000495,5e-05,8.25e-07
0.9997,0.0004956,5e-05,8.26e-07
0.9997,0.0004962,5e-05,8.27e-07
0.9997,0.0004968,5e-05,8.28e-07
0.9997,0.0004974,5e-05,8.29e-07
0.9997,0.000498,5e-05,8.3e-07
0.9997,0.0004986,5e-05,8.31e-07
0.9997,0.0004992,5e-05,8.32e-07
0.9997,0.0004998,5e-05,8.33e-07
0.9997,0.0005004,5e-05,8.34e-07
0.9997,0.000501,5e-05,8.35e-07
0.9997,0.0005016,5e-05,8.36e-07
0.9997,0.0005022,5e-05,8.37e-07
0.9997,0.0005028,5e-05,8.38e-07
0.9997,0.0005034,5e-05,8.39e-07
0.9997,0.000504,5e-05,8.4e-07
0.9997,0.0005046,5e-05,8.41e-07
0.9997,0.0005052,5e-05,8.42e-07
0.9997,0.0005058,5e-05,8.43e-07
0.9997,0.0005064,5e-05,8.44e-07
0.9997,0.000507,5e-05,8.45e-07
0.9997,0.0005076,5e-05,8.46e-07
0.9997,0.0005082,5e-05,8.47e-07
0.9997,0.0005088,5e-05,8.48e-07
0.9997,0.0005094,5e-05,8.49e-07
0.9997,0.00051,5e-05,8.5e-07
0.9997,0.0005106,5e-05,8.51e-07
0.9997,0.0005112,5e-05,8.52e-07
0.9997,0.0005118,5e-05,8.53e-07
0.9997,0.0005124,5e-05,8.54e-07
0.9997,0.000513,5e-05,8.55e-07
0.9997,0.0005136,5e-05,8.56e-07
0.9997,0.0005142,5e-05,8.57e-07
0.9997,0.0005148,5e-05,8.58e-07
0.9997,0.0005154,5e-05,8.59e-07
0.9997,0.000516,5e-05,8.6e-07
0.9997,0.0005166,5e-05,8.61e-07
0.9997,0.0005172,5e-05,8.62e-07
0.9997,0.0005178,5e-05,8.63e-07
0.9997,0.0005184,5e-05,8.64e-07
0.9997,0.000519,5e-05,8.65e-07
0.9997,0.0005196,5e-05,8.66e-07
0.9997,0.0005202,5e-05,8.67e-07
0.9997,0.0005208,5e-05,8.68e-07
0.9997,0.0005214,5e-05,8.69e-07
0.9997,0.000522,5e-05,8.7e-07
0.9997,0.0005226,5e-05,8.71e-07
0.9997,0.0005232,5e-05,8.72e-07
0.9997,0.0005238,5e-05,8.73e-07
0.9997,0.0005244,5e-05,8.74e-07
0.9997,0.000525,5e-05,8.75e-07
0.9997,0.0005256,5e-05,8.76e-07
0.9997,0.0005262,5e-05,8.77e-07
0.9997,0.0005268,5e-05,8.78e-07
0.9997,0.0005274,5e-05,8.79e-07
0.9997,0.000528,5e-05,8.8e-07
0.9997,0.0005286,5e-05,8.81e-07
0.9997,0.0005292,5e-05,8.82e-07
0.9997,0.0005298,5e-05,8.83e-07
0.9997,0.0005304,5e-05,8.84e-07
0.9997,0.000531,5e-05,8.85e-07
0.9997,0.0005316,5e-05,8.86e-07
0.9997,0.0005322,5e-05,8.87e-07
0.9997,0.0005328,5e-05,8.88e-07
0.9997,0.0005334,5e-05,8.89e-07
0.9997,0.000534,5e-05,8.9e-07
0.9997,0.0005346,5e-05,8.91e-07
0.9997,0.0005352,5e-05,8.92e-07
0.9997,0.0005358,5e-05,8.93e-07
0.9997,0.0005364,5e-05,8.94e-07
0.9997,0.000537,5e-05,8.95e-07
0.9997,0.0005376,5e-05,8.96e-07
0.9997,0.0005382,5e-05,8.97e-07
0.9997,0.0005388,5e-05,8.98e-07
0.9997,0.0005394,5e-05,8.99e-07
0.9997,0.00054,5e-05,9e-07
0.9997,0.0005406,5e-05,9.01e-07
0.9997,0.0005412,5e-05,9.02e-07
0.9997,0.0005418,5e-05,9.03e-07
0.9997,0.0005424,5e-05,9.04e-07
0.9997,0.000543,5e-05,9.05e-07
0.9997,0.0005436,5e-05,9.06e-07
0.9997,0.0005442,5e-05,9.07e-07
0.9997,0.0005448,5e-05,9.08e-07
0.9997,0.0005454,5e-05,9.09e-07
0.9997,0.000546,5e-05,9.1e-07
0.9997,0.0005466,5e-05,9.11e-07
0.9997,0.0005472,5e-05,9.12e-07
0.9997,0.0005478,5e-05,9.13e-07
0.9997,0.0005484,5e-05,9.14e-07
0.9997,0.000549,5e-05,9.15e-07
0.9997,0.0005496,5e-05,9.16e-07
0.9997,0.0005502,5e-05,9.17e-07
0.9997,0.0005508,5e-05,9.18e-07
0.9997,0.0005514,5e-05,9.19e-07
0.9997,0.000552,5e-05,9.2e-07
0.9997,0.0005526,5e-05,9.21e-07
0.9997,0.0005532,5e-05,9.22e-07
0.9997,0.0005538,5e-05,9.23e-07
0.9997,0.0005544,5e-05,9.24e-07
0.9997,0.000555,5e-05,9.25e-07
0.9997,0.0005556,5e-05,9.26e-07
0.9997,0.0005562,5e-05,9.27e-07
0.9997,0.0005568,5e-05,9.28e-07
0.9997,0.0005574,5e-05,9.29e-07
0.9997,0.000558,5e-05,9.3e-07
0.9997,0.0005586,5e-05,9.31e-07
0.9997,0.0005592,5e-05,9.32e-07
0.9997,0.0005598,5e-05,9.33e-07
0.99969,0.0005604,5e-05,9.34e-07
0.99969,0.000561,5e-05,9.35e-07
0.99969,0.0005616,5e-05,9.36e-07
0.99969,0.0005622,5e-05,9.37e-07
0.99969,0.0005628,5e-05,9.38e-07
0.99969,0.0005634,5e-05,9.39e-07
0.99969,0.000564,5e-05,9.4e-07
0.99969,0.0005646,5e-05,9.41e-07
0.99969,0.0005652,5e-05,9.42e-07
0.99969,0.0005658,5e-05,9.43e-07
0.99969,0.0005664,5e-05,9.44e-07
0.99969,0.000567,5e-05,9.45e-07
0.99969,0.0005676,5e-05,9.46e-07
0.99969,0.0005682,5e-05,9.47e-07
0.99969,0.0005688,5e-05,9.48e-07
0.99969,0.0005694,5e-05,9.49e-07
0.99969,0.00057,5e-05,9.5e-07
0.99969,0.0005706,5e-05,9.51e-07
0.99969,0.0005712,5e-05,9.52e-07
0.99969,0.0005718,5e-05,9.53e-07
0.99969,0.0005724,5e-05,9.54e-07
0.99969,0.000573,5e-05,9.55e-07
0.99969,0.0005736,5e-05,9.56e-07
0.99969,0.0005742,5e-05,9.57e-07
0.99969,0.0005748,5e-05,9.58e-07
0.99969,0.0005754,5e-05,9.59e-07
0.99969,0.000576,5e-05,9.6e-07
0.99969,0.0005766,5e-05,9.61e-07
0.99969,0.0005772,5e-05,9.62e-07
0.99969,0.0005778,5e-05,9.63e-07
0.99969,0.0005784,5e-05,9.64e-07
0.99969,0.000579,5e-05,9.65e-07
0.99969,0.0005796,5e-05,9.66e-07
0.99969,0.0005802,5e-05,9.67e-07
0.99969,0.0005808,5e-05,9.68e-07
0.99969,0.0005814,5e-05,9.69e-07
0.99969,0.000582,5e-05,9.7e-07
0.99969,0.0005826,5e-05,9.71e-07
0.99969,0.0005832,5e-05,9.72e-07
0.99969,0.0005838,5e-05,9.73e-07
0.99969,0.0005844,5e-05,9.74e-07
0.99969,0.000585,5e-05,9.75e-07
0.99969,0.0005856,5e-05,9.76e-07
0.99969,0.0005862,5e-05,9.77e-07
0.99969,0.0005868,5e-05,9.78e-07
0.99969,0.0005874,5e-05,9.79e-07
0.99969,0.000588,5e-05,9.8e-07
0.99969,0.0005886,5e-05,9.81e-07
0.99969,0.0005892,5e-05,9.82e-07
0.99969,0.0005898,5e-05,9.83e-07
0.99969,0.0005904,5e-05,9.84e-07
0.99969,0.000591,5e-05,9.85e-07
0.99969,0.0005916,5e-05,9.86e-07
0.99969,0.0005922,5e-05,9.87e-07
0.99969,0.0005928,5e-05,9.88e-07
0.99969,0.0005934,5e-05,9.89e-07
0.99969,0.000594,5e-05,9.9e-07
0.99969,0.0005946,5e-05,9.91e-07
0.9997,0.0005952,5e-05,9.92e-07
0.9997,0.0005958,5e-05,9.93e-07
0.9997,0.0005964,5e-05,9.94e-07
0.9997,0.000597,5e-05,9.95e-07
0.9997,0.0005976,5e-05,9.96e-07
0.9997,0.0005982,5e-05,9.97e-07
0.9997,0.0005988,5e-05,9.98e-07
0.9997,0.0005994,5e-05,9.99e-07
0.9997,0.0006,5e-05,1e-06
