# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
15.5            	U               	(-2.63996275e-01 -7.21412783e-01 -1.08636986e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.02508871e+00 3.21788630e+00 5.14500350e-17)	(5.60872278e+01 1.44206274e+01 0.00000000e+00)
15.55           	p               	-1.38456699e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
15.55           	U               	(-3.14140572e-01 -8.04296102e-01 -1.09014802e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.00222006e+00 3.16479394e+00 5.21129368e-17)	(5.60872278e+01 1.44206274e+01 0.00000000e+00)
15.6            	p               	-1.39138550e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
15.6            	U               	(-3.64991716e-01 -8.87827115e-01 -1.09116514e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(9.77590202e-01 3.11175186e+00 5.26345788e-17)	(5.60872278e+01 1.44206274e+01 0.00000000e+00)
15.65           	p               	-1.39553018e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
15.65           	U               	(-4.16053364e-01 -9.71902879e-01 -1.08981688e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(9.51546271e-01 3.05869681e+00 5.30467339e-17)	(5.60872278e+01 1.44206274e+01 0.00000000e+00)
15.7            	p               	-1.39750741e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
15.7            	U               	(-4.68682383e-01 -1.05590581e+00 -1.08366950e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(9.24260162e-01 3.00576847e+00 5.32082865e-17)	(5.60872278e+01 1.44206274e+01 0.00000000e+00)
15.75           	p               	-1.39285833e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
15.75           	U               	(-5.22116756e-01 -1.14009037e+00 -1.07716370e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(3.58824748e-01 3.03525354e+00 7.39890957e-17)	(5.50588108e+01 1.14336939e+01 0.00000000e+00)
15.8            	p               	-1.39239860e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
15.8            	U               	(-5.76704185e-01 -1.22438859e+00 -1.06761749e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(3.33263946e-01 2.99740914e+00 7.38055400e-17)	(5.50588108e+01 1.14336939e+01 0.00000000e+00)
15.85           	p               	-1.38287114e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
15.85           	U               	(-6.31466972e-01 -1.30853005e+00 -1.05532891e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-8.31939140e-04 3.10431315e+00 1.55078407e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
15.9            	p               	-1.37480338e+02	(5.77350269e-01 1.10000000e+01 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
15.9            	U               	(-6.86542510e-01 -1.39205479e+00 -1.04138612e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-1.25566482e-03 3.10419417e+00 1.53736252e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
15.95           	p               	-1.36818553e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
15.95           	U               	(-7.41592137e-01 -1.47323023e+00 -1.02228772e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-1.66321156e-03 3.10407417e+00 1.52154704e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16              	p               	-1.35498599e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16              	U               	(-7.96228494e-01 -1.55284528e+00 -1.00325526e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-2.05648960e-03 3.10395516e+00 1.49923533e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.05           	p               	-1.33593685e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.05           	U               	(-8.51335738e-01 -1.63221523e+00 -9.85162405e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-2.43969045e-03 3.10383558e+00 1.47981588e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.1            	p               	-1.31482234e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.1            	U               	(-9.06502760e-01 -1.71054640e+00 -9.62498565e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-2.81425611e-03 3.10372079e+00 1.45381670e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.15           	p               	-1.29194631e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.15           	U               	(-5.75353648e-01 -4.33913191e-01 -4.72200157e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-3.16242123e-03 3.10360941e+00 1.42683258e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.2            	p               	-1.26125793e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.2            	U               	(-6.20745229e-01 -4.39947265e-01 -4.59513631e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-3.48695994e-03 3.10350331e+00 1.38624994e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.25           	p               	-1.23379129e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.25           	U               	(-6.65350768e-01 -4.44474579e-01 -4.48277265e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-3.79892001e-03 3.10340607e+00 1.35819342e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.3            	p               	-1.20229069e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.3            	U               	(-7.09286265e-01 -4.47443652e-01 -4.35599060e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-4.09658285e-03 3.10331292e+00 1.32305882e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.35           	p               	-1.17796280e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.35           	U               	(-7.52087371e-01 -4.48638864e-01 -4.25950762e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-4.38035988e-03 3.10322513e+00 1.30864155e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.4            	p               	-1.13232755e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.4            	U               	(-7.93869662e-01 -4.48045799e-01 -4.08218515e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-4.64222924e-03 3.10314423e+00 1.25069544e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.45           	p               	-1.09138907e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.45           	U               	(-8.34613888e-01 -4.45623291e-01 -3.92425002e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-4.89653411e-03 3.10307359e+00 1.20663106e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.5            	p               	-1.04838925e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.5            	U               	(-8.74558651e-01 -4.41423700e-01 -3.76039235e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-5.14306298e-03 3.10301114e+00 1.15847993e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.55           	p               	-1.00471747e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.55           	U               	(-9.13487309e-01 -4.35381225e-01 -3.59379216e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-5.37248618e-03 3.10295564e+00 1.11324889e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.6            	p               	-9.54987784e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.6            	U               	(-9.51240957e-01 -4.27479643e-01 -3.40451659e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-5.58693916e-03 3.10291100e+00 1.05789869e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.65           	p               	-9.04480121e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.65           	U               	(-9.87986410e-01 -4.17814244e-01 -3.21546323e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-5.78664283e-03 3.10287628e+00 1.00407929e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.7            	p               	-8.51823489e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.7            	U               	(-1.02369780e+00 -4.06433787e-01 -3.01995707e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-5.96459051e-03 3.10285037e+00 9.48221648e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.75           	p               	-7.95173144e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.75           	U               	(-1.05829970e+00 -3.93398776e-01 -2.81108877e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-6.12432558e-03 3.10283418e+00 8.87001077e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.8            	p               	-7.36355999e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.8            	U               	(-1.09172662e+00 -3.78795142e-01 -2.59565018e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-6.26332865e-03 3.10282709e+00 8.23497698e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.85           	p               	-6.75264044e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.85           	U               	(-1.12386637e+00 -3.62713362e-01 -2.37306821e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-6.38251079e-03 3.10282911e+00 7.57936626e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.9            	p               	-6.13071641e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.9            	U               	(-1.15444070e+00 -3.45211044e-01 -2.14741838e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-6.48262520e-03 3.10284017e+00 6.92325760e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
16.95           	p               	-5.48770623e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
16.95           	U               	(-1.18328918e+00 -3.26425589e-01 -1.91523439e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-6.56293853e-03 3.10285996e+00 6.24027451e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
17              	p               	-4.82752006e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
17              	U               	(-1.65057229e+00 -2.71086270e+00 -3.49669176e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.62268275e-03 3.10288792e+00 5.53631169e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
17.05           	p               	-4.15337851e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
17.05           	U               	(-1.67374833e+00 -2.73962524e+00 -3.04330834e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.66128338e-03 3.10292367e+00 4.82046559e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
17.1            	p               	-3.47277002e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
17.1            	U               	(-1.69459846e+00 -2.76500878e+00 -2.58578410e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.67779104e-03 3.10296681e+00 4.09489416e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
17.15           	p               	-2.78375706e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
17.15           	U               	(-1.71313299e+00 -2.78702539e+00 -2.12280246e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.67293553e-03 3.10301709e+00 3.35701703e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
17.2            	p               	-2.08626825e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
17.2            	U               	(-1.72931273e+00 -2.80558982e+00 -1.65462605e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.64628782e-03 3.10307414e+00 2.61069231e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
17.25           	p               	-1.38222463e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
17.25           	U               	(-1.74313660e+00 -2.82059724e+00 -1.18144703e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.59735922e-03 3.10313749e+00 1.85568248e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
17.3            	p               	-7.03590439e+00	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	1.01687750e-01	(5.09106836e+01 6.04226497e+01 0.00000000e+00)
17.3            	U               	(-1.75459828e+00 -2.83199590e+00 -7.07291720e-18)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.52575769e-03 3.10320697e+00 1.09771121e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
17.35           	p               	-3.40076849e+00	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	3.10556382e+00	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.35           	U               	(-1.76368374e+00 -2.83975344e+00 -2.31933382e-18)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.43152850e-03 3.10328242e+00 3.39076938e-18)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
17.4            	p               	-7.58951658e-02	(6.33333321e+01 6.34022001e+01 0.00000000e+00)	1.02147513e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.4            	U               	(-1.66446362e+00 -2.82518821e+00 -1.16832191e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.67236693e-02 3.01453058e+00 1.74026541e-18)	(5.31874876e+01 -3.62944415e+00 0.00000000e+00)
17.45           	p               	-4.17735621e-02	(6.33333321e+01 6.34022001e+01 0.00000000e+00)	1.73387293e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.45           	U               	(-1.66543970e+00 -2.81961370e+00 -3.60794174e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.44398747e-02 2.94303057e+00 6.27836383e-18)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
17.5            	p               	-7.58476338e-03	(6.33333321e+01 6.34022001e+01 0.00000000e+00)	2.44511146e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.5            	U               	(-1.66406262e+00 -2.80938442e+00 -6.01730131e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.45020453e-02 2.94291227e+00 1.03322095e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
17.55           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	3.14421990e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.55           	U               	(-1.66094349e+00 -2.79543654e+00 -8.40225333e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.45679203e-02 2.94278670e+00 1.42760485e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
17.6            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	3.83057862e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.6            	U               	(-1.65592151e+00 -2.77756626e+00 -1.07704849e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.46356345e-02 2.94265751e+00 1.81589236e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
17.65           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	4.50675571e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.65           	U               	(-1.64925740e+00 -2.75618810e+00 -1.30960254e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.47073391e-02 2.94252147e+00 2.19808786e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
17.7            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	5.16852543e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.7            	U               	(-1.64058327e+00 -2.73079575e+00 -1.54115961e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.47715748e-02 2.94239256e+00 2.57209846e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
17.75           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	5.81737106e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.75           	U               	(-1.62990836e+00 -2.70148617e+00 -1.76817143e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.48453974e-02 2.94224915e+00 2.94325249e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
17.8            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	6.44555033e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.8            	U               	(-1.61727175e+00 -2.66840042e+00 -1.98981280e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.49290880e-02 2.94209055e+00 3.30231284e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
17.85           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	7.05431765e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.85           	U               	(-1.60270012e+00 -2.63165182e+00 -2.20648608e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.50212144e-02 2.94191847e+00 3.65609140e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
17.9            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	7.64497863e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.9            	U               	(-1.58613485e+00 -2.59122712e+00 -2.41722135e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.51162566e-02 2.94174146e+00 3.98981505e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
17.95           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	8.21012565e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
17.95           	U               	(-1.56761751e+00 -2.54730007e+00 -2.61863175e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.52144041e-02 2.94155961e+00 4.30563507e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
18              	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	8.73959330e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
18              	U               	(-1.69013649e+00 -2.50451949e+00 -4.37135877e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.53186223e-02 2.94136849e+00 4.60656973e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
18.05           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	9.26228928e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
18.05           	U               	(-1.66519919e+00 -2.46652369e+00 -4.67756778e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.54290676e-02 2.94116768e+00 4.91028041e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
