1.93877551020408e-001	5.52795031055901e-002
2.04648526077097e-001	5.10697032436163e-002
2.11167800453515e-001	4.64458247066943e-002
2.16269841269841e-001	4.16839199447895e-002
2.21938775510204e-001	3.69220151828848e-002
2.26473922902494e-001	3.21601104209800e-002
2.29591836734694e-001	2.73291925465839e-002
2.32709750566893e-001	2.24292615596963e-002
2.36111111111111e-001	1.74603174603175e-002
2.40362811791383e-001	1.24913733609386e-002
2.47732426303855e-001	7.93650793650794e-003
2.60204081632653e-001	4.20979986197378e-003
2.77210884353741e-001	1.65631469979296e-003
2.96768707482993e-001	3.45065562456867e-004
3.17176870748299e-001	-1.38026224982747e-004
3.37585034013605e-001	-2.07039337474120e-004
3.57993197278912e-001	-1.38026224982747e-004
3.78401360544218e-001	-6.90131124913734e-005
3.98809523809524e-001	-6.90131124913734e-005
4.19217687074830e-001	-6.90131124913734e-005
4.39625850340136e-001	-6.90131124913734e-005
4.60034013605442e-001	-6.90131124913734e-005
4.80442176870748e-001	-1.38026224982747e-004
5.00850340136054e-001	-1.38026224982747e-004
5.21258503401361e-001	-1.38026224982747e-004
5.41666666666667e-001	-1.38026224982747e-004
5.62074829931973e-001	-1.38026224982747e-004
5.82482993197279e-001	-1.38026224982747e-004
6.02891156462585e-001	-1.38026224982747e-004
6.23299319727891e-001	-1.38026224982747e-004
6.43707482993197e-001	-1.38026224982747e-004
6.64115646258503e-001	-1.38026224982747e-004
6.84523809523810e-001	-1.38026224982747e-004
7.04931972789116e-001	-1.38026224982747e-004
7.25340136054422e-001	-1.38026224982747e-004
7.45748299319728e-001	-6.90131124913734e-005
7.66156462585034e-001	0.00000000000000e+000
7.86564625850340e-001	0.00000000000000e+000
8.06972789115646e-001	0.00000000000000e+000
8.27380952380952e-001	0.00000000000000e+000
8.47789115646258e-001	0.00000000000000e+000
8.68197278911565e-001	0.00000000000000e+000
8.88605442176871e-001	6.90131124913734e-005
9.09013605442177e-001	6.90131124913734e-005
9.29421768707483e-001	6.90131124913734e-005
9.50396825396825e-001	-1.38026224982747e-004
9.71655328798186e-001	-1.38026224982747e-004
1.91043083900227e-001	6.01794340924776e-002
1.86791383219955e-001	6.50103519668737e-002
1.83106575963719e-001	6.99102829537612e-002
1.79988662131519e-001	7.48792270531401e-002
1.77154195011338e-001	7.97791580400276e-002
1.74036281179138e-001	8.46790890269151e-002
1.71201814058957e-001	8.95790200138026e-002
1.68650793650794e-001	9.45479641131815e-002
1.66099773242630e-001	9.94478951000690e-002
1.64115646258503e-001	1.04347826086957e-001
1.62131519274376e-001	1.09316770186335e-001
1.59013605442177e-001	1.14216701173223e-001
1.55612244897959e-001	1.19116632160110e-001
1.53061224489796e-001	1.24016563146998e-001
1.51077097505669e-001	1.28916494133885e-001
1.48526077097506e-001	1.33816425120773e-001
1.44557823129252e-001	1.38647342995169e-001
1.38038548752834e-001	1.43202208419600e-001
1.30668934240363e-001	1.47688060731539e-001
1.24149659863946e-001	1.52311939268461e-001
1.18480725623583e-001	1.57142857142857e-001
1.13095238095238e-001	1.61973775017253e-001
1.06859410430839e-001	1.66666666666667e-001
1.00623582766440e-001	1.71359558316080e-001
9.46712018140590e-002	1.76121463077985e-001
8.92857142857143e-002	1.80952380952381e-001
8.33333333333333e-002	1.85645272601794e-001
7.68140589569161e-002	1.90269151138716e-001
6.94444444444444e-002	1.94962042788130e-001
6.17913832199547e-002	1.99585921325052e-001
5.32879818594104e-002	2.04071773636991e-001
4.30839002267574e-002	2.08281573498965e-001
2.97619047619048e-002	2.12008281573499e-001
1.53061224489796e-002	2.15527950310559e-001
4.81859410430839e-003	2.19392684610076e-001
